id,name,variant,band,cost,coverage,stake,stake_band,gtype,fill,base_ev,base_ev_bb,ev,d_ev,d_hr,d_hr_per_chip,d_bb,d_bbhr,d_bbhr_per_chip,d_stack,d_wc,rel
desk_plant,Desk Plant,corrupt,B,5,modeled,s001,low,six_max,naked,0.3201894,16.00947,0.6864889,0.36629949999999994,73.25989999999999,14.651979999999998,18.314974999999997,3662.994999999999,732.5989999999998,0.7000000000000001,0.35000000000000003,1.1440088272753561
desk,Desk,base,B,9,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
desk,Desk,corrupt,B,5,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
rebuy_note,Rebuy Sticky Note,base,B,10,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
rebuy_note,Rebuy Sticky Note,corrupt,B,5,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
gaming_chair,Gaming Chair,base,B,10,proc,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
gaming_chair,Gaming Chair,corrupt,B,5,partial,s001,low,six_max,naked,0.3201894,16.00947,0.29249556,-0.027693840000000025,-5.538768000000005,-1.107753600000001,-1.3846920000000011,-276.93840000000046,-55.38768000000009,0,0,-0.0864920575134593
headset,Headset,base,B,6,modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
headset,Headset,corrupt,B,5,modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
prize_vase,Prize Vase,base,C,12,proc,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
prize_vase,Prize Vase,corrupt,C,6,proc,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
fridge,Compact Fridge,base,B,12,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
fridge,Compact Fridge,corrupt,B,6,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
wall_clock,Wall Clock,base,B,12,proc,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
wall_clock,Wall Clock,corrupt,B,7,partial,s001,low,six_max,naked,0.3201894,16.00947,0.2855721,-0.03461730000000002,-6.923460000000006,-0.9890657142857151,-1.7308649999999997,-346.17300000000023,-49.45328571428575,0,0,-0.10811507189182408
house_cat,House Cat,base,B,8,proc,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
house_cat,House Cat,corrupt,B,4,proc,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
candle,Candle,base,B,7,proc,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
nes_console,Dusty Console,base,B,5,modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
gameboy,Handheld,base,B,5,modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
red_rug,Red Rug,base,B,8,modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
dish_soap,Dish Soap,base,B,12,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
vouchers,Rolled Vouchers,base,C,9,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
vouchers,Rolled Vouchers,corrupt,C,5,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
second_monitor,Second Monitor,base,C,10,modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
second_monitor,Second Monitor,corrupt,C,6,modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
laptop,Laptop Terminal,base,D,12,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
laptop,Laptop Terminal,corrupt,D,6,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
gaming_keyboard,Gaming Keyboard,base,D,12,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
gaming_keyboard,Gaming Keyboard,corrupt,D,6,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
box_of_mice,Box of Mice,base,D,13,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
box_of_mice,Box of Mice,corrupt,D,7,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
wacom_tablet,Wacom Tablet,base,D,13,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
wacom_tablet,Wacom Tablet,corrupt,D,7,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
desk_lamp,Desk Lamp,base,D,10,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
desk_lamp,Desk Lamp,corrupt,D,6,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
telephone,Telephone,base,D,12,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
glass_partition,Glass Partition,base,D,12,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
kettle,Electric Kettle,base,D,11,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
kettle,Electric Kettle,corrupt,D,8,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
toaster,Chrome Toaster,base,D,14,modeled,s001,low,six_max,naked,0.3201894,16.00947,0.382703688,0.06251428799999997,12.502857599999999,0.893061257142857,3.1257143999999997,625.1428799999994,44.653062857142814,0.7392,0,0.19524159138310004
toaster,Chrome Toaster,corrupt,D,8,modeled,s001,low,six_max,naked,0.3201894,16.00947,0.59368941,0.27350000999999996,54.700002,6.83750025,13.6750005,2735.0001,341.8750125,3.234,0,0.8541819623010629
first_aid_kit,First Aid Kit,base,D,16,proc,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
first_aid_kit,First Aid Kit,corrupt,D,8,partial,s001,low,six_max,naked,0.3201894,16.00947,0.2033622,-0.11682720000000002,-23.36544,-2.92068,-5.84136,-1168.272,-146.034,0,0,-0.36486904313509444
nightstand,Nightstand,base,D,13,modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
nightstand,Nightstand,corrupt,D,8,modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
receipt_printer,Receipt Printer,base,C,19,proc,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
receipt_printer,Receipt Printer,corrupt,C,9,proc,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
microwave,Microwave Oven,base,D,18,proc,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
microwave,Microwave Oven,corrupt,D,10,partial,s001,low,six_max,naked,0.3201894,16.00947,0.2855721,-0.03461730000000002,-6.923460000000006,-0.6923460000000006,-1.7308649999999997,-346.17300000000023,-34.61730000000002,0,0,-0.10811507189182408
diploma,Framed Diploma,base,D,18,proc,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
diploma,Framed Diploma,corrupt,D,9,partial,s001,low,six_max,naked,0.3201894,16.00947,0.2033622,-0.11682720000000002,-23.36544,-2.59616,-5.84136,-1168.272,-129.808,0,0,-0.36486904313509444
blueprint,Laminated Blueprint,base,D,19,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
blueprint,Laminated Blueprint,corrupt,D,10,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
console_tv,Console Television,base,D,26,proc,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
console_tv,Console Television,corrupt,D,13,partial,s001,low,six_max,naked,0.3201894,16.00947,0.1254774,-0.19471200000000002,-38.942400000000006,-2.9955692307692314,-9.735600000000002,-1947.1200000000003,-149.77846153846156,0,0,-0.6081150718918241
desk_speakers,Desk Speakers,base,C,10,modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
desk_speakers,Desk Speakers,corrupt,C,6,modeled,s001,low,six_max,naked,0.3201894,16.00947,0.2155324,-0.104657,-20.931399999999996,-3.488566666666666,-5.232850000000001,-1046.5700000000006,-174.42833333333343,-0.19999999999999996,-0.09999999999999998,-0.3268596649358161
curved_monitor,Curved Monitor,base,C,13,proc,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
curved_monitor,Curved Monitor,corrupt,C,7,partial,s001,low,six_max,naked,0.3201894,16.00947,0.2855721,-0.03461730000000002,-6.923460000000006,-0.9890657142857151,-1.7308649999999997,-346.17300000000023,-49.45328571428575,0,0,-0.10811507189182408
pc_tower,Tower Upgrade,base,C,14,proc,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
pc_tower,Tower Upgrade,corrupt,C,5,partial,s001,low,six_max,naked,0.3201894,16.00947,0.3001127,-0.020076700000000003,-4.015340000000002,-0.8030680000000003,-1.0038350000000005,-200.76700000000028,-40.153400000000055,0,0,-0.06270257541317734
copy_machine,Copy Machine,base,C,19,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
whiteboard,Whiteboard,base,D,17,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
high_roller_pass,High Roller Pass,base,D,19,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
high_roller_pass,High Roller Pass,corrupt,D,9,partial,s001,low,six_max,naked,0.3201894,16.00947,0.2855721,-0.03461730000000002,-6.923460000000006,-0.7692733333333339,-1.7308649999999997,-346.17300000000023,-38.46366666666669,0,0,-0.10811507189182408
window,Window,base,D,20,proc,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
window,Window,corrupt,D,10,partial,s001,low,six_max,naked,0.3201894,16.00947,0.2855721,-0.03461730000000002,-6.923460000000006,-0.6923460000000006,-1.7308649999999997,-346.17300000000023,-34.61730000000002,0,0,-0.10811507189182408
bookshelf,Bookshelf,base,D,22,modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
bookshelf,Bookshelf,corrupt,D,11,modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
cereal_shelf,Cereal Shelf,base,D,24,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
cereal_shelf,Cereal Shelf,corrupt,D,12,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
fire_extinguisher,Fire Extinguisher,base,D,24,proc,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
fire_extinguisher,Fire Extinguisher,corrupt,D,12,partial,s001,low,six_max,naked,0.3201894,16.00947,0.2228334,-0.09735600000000003,-19.471200000000003,-1.6226000000000003,-4.867800000000001,-973.5600000000004,-81.13000000000004,0,0,-0.30405753594591206
blackout_curtains,Blackout Curtains,base,D,24,proc,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
blackout_curtains,Blackout Curtains,corrupt,D,12,partial,s001,low,six_max,naked,0.3201894,16.00947,0.27864864,-0.04154076000000001,-8.308152000000007,-0.6923460000000006,-2.077038,-415.40760000000046,-34.617300000000036,0,0,-0.12973808627018885
tip_jar,Tip Jar,base,D,24,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
tip_jar,Tip Jar,corrupt,D,12,not modeled,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
shredder,Shredder,base,D,18,proc,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
shredder,Shredder,corrupt,D,9,partial,s001,low,six_max,naked,0.3201894,16.00947,0.2033622,-0.11682720000000002,-23.36544,-2.59616,-5.84136,-1168.272,-129.808,0,0,-0.36486904313509444
cool_towel,Cool Towel,base,D,16,proc,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
waste_basket,Waste Basket,base,D,18,proc,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
cleaning_robot,Cleaning Robot,base,D,24,proc,s001,low,six_max,naked,0.3201894,16.00947,0.3201894,0,0,0,0,0,0,0,0,0
wall_hanger,Wall Hanger,base,A,2,modeled,s001,low,six_max,mid,1.9212075,96.060375,2.2301931,0.3089856000000002,61.797120000000064,30.898560000000032,15.449280000000002,3089.8559999999998,1544.9279999999999,0,0,0.16082885372870978
wall_hanger,Wall Hanger,corrupt,A,2,modeled,s001,low,six_max,mid,1.9212075,96.060375,8.1009195,6.179712,1235.9424,617.9712,308.9856,61797.12000000001,30898.560000000005,0,0,3.216577074574194
mirror,Mirror,base,A,3,modeled,s001,low,six_max,mid,1.9212075,96.060375,1.9212075,0,0,0,0,0,0,0,0,0
mirror,Mirror,corrupt,A,2,modeled,s001,low,six_max,mid,1.9212075,96.060375,1.9212075,0,0,0,0,0,0,0,0,0
fight_night,Fight Night Poster,base,A,4,not modeled,s001,low,six_max,mid,1.9212075,96.060375,1.9212075,0,0,0,0,0,0,0,0,0
fight_night,Fight Night Poster,corrupt,A,3,not modeled,s001,low,six_max,mid,1.9212075,96.060375,1.9212075,0,0,0,0,0,0,0,0,0
energy_drink,Energy Drink,base,A,3,proc,s001,low,six_max,mid,1.9212075,96.060375,1.9212075,0,0,0,0,0,0,0,0,0
energy_drink,Energy Drink,corrupt,A,2,proc,s001,low,six_max,mid,1.9212075,96.060375,1.9212075,0,0,0,0,0,0,0,0,0
corkboard,Corkboard,base,A,4,modeled,s001,low,six_max,mid,1.9212075,96.060375,2.096995,0.1757875000000002,35.157500000000084,8.789375000000021,8.789375000000007,1757.875,439.46875,1.5399999999999991,0.050000000000000044,0.09149844563900579
corkboard,Corkboard,corrupt,A,2,modeled,s001,low,six_max,mid,1.9212075,96.060375,2.6243575,0.7031499999999999,140.63,70.315,35.1575,7031.5,3515.75,6.16,0.20000000000000007,0.36599378255602266
stack_of_books,Stack of Books,base,A,4,modeled,s001,low,six_max,mid,1.9212075,96.060375,1.933434,0.01222650000000014,2.4453000000000316,0.6113250000000079,0.6113250000000079,122.26500000000306,30.566250000000764,0,0,0.006363966411748934
stack_of_books,Stack of Books,corrupt,A,3,modeled,s001,low,six_max,mid,1.9212075,96.060375,1.9432152,0.022007700000000074,4.401540000000068,1.4671800000000228,1.1003850000000028,220.07700000000114,73.35900000000038,0,0,0.011455139541147989
throw_pillow,Throw Pillow,base,A,4,modeled,s001,low,six_max,mid,1.9212075,96.060375,1.922732925,0.0015254250000000802,0.3050850000000196,0.0762712500000049,0.0762712500000049,15.254250000001775,3.813562500000444,0,0,0.0007939928404402337
throw_pillow,Throw Pillow,corrupt,A,2,modeled,s001,low,six_max,mid,1.9212075,96.060375,1.91399898,-0.0072085200000000516,-1.4417039999999588,-0.7208519999999794,-0.3604259999999897,-72.08519999999771,-36.042599999998856,0,0,-0.0037520777948243755
gift_box,Starter Gift Box,base,A,4,not modeled,s001,low,six_max,mid,1.9212075,96.060375,1.9212075,0,0,0,0,0,0,0,0,0
gift_box,Starter Gift Box,corrupt,A,3,not modeled,s001,low,six_max,mid,1.9212075,96.060375,1.9212075,0,0,0,0,0,0,0,0,0
lava_lamp,Lava Lamp,base,A,5,modeled,s001,low,six_max,mid,1.9212075,96.060375,1.96182171,0.040614209999999984,8.122842000000048,1.6245684000000096,2.030710500000012,406.1421000000046,81.22842000000091,0,0,0.02113993933502757
lava_lamp,Lava Lamp,corrupt,A,3,modeled,s001,low,six_max,mid,1.9212075,96.060375,2.04305013,0.12184263000000017,24.368526000000088,8.122842000000029,6.092131500000008,1218.4263000000028,406.14210000000094,0,0,0.06341981800508284
comfort_bed,Comfort Bed,base,A,4,modeled,s001,low,six_max,mid,1.9212075,96.060375,1.921289415,0.00008191499999998797,0.01638300000001891,0.0040957500000047276,0.0040957500000047276,0.8191500000029919,0.20478750000074797,0,0,0.000042637247668452246
comfort_bed,Comfort Bed,corrupt,A,2,not modeled,s001,low,six_max,mid,1.9212075,96.060375,1.9212075,0,0,0,0,0,0,0,0,0
sticky_notes,Yellow Sticky Note,base,A,5,modeled,s001,low,six_max,mid,1.9212075,96.060375,2.41040715,0.4891996500000002,97.8399300000001,19.56798600000002,24.45998250000001,4891.996500000005,978.399300000001,0,0,0.2546313451306016
sticky_notes,Yellow Sticky Note,corrupt,A,4,modeled,s001,low,six_max,mid,1.9212075,96.060375,7.7916033,5.870395800000001,1174.0791600000002,293.51979000000006,293.51979000000006,58703.958,14675.9895,0,0,3.055576141567218
rubber_duck,Rubber Duck,base,A,5,not modeled,s001,low,six_max,mid,1.9212075,96.060375,1.9212075,0,0,0,0,0,0,0,0,0
rubber_duck,Rubber Duck,corrupt,A,2,modeled,s001,low,six_max,mid,1.9212075,96.060375,1.68830574,-0.23290175999999985,-46.58035199999995,-23.290175999999974,-11.645087999999987,-2329.0175999999956,-1164.5087999999978,0,0,-0.1212267597331365
stash_box,Stash Box,base,B,6,not modeled,s001,low,six_max,mid,1.9212075,96.060375,1.9212075,0,0,0,0,0,0,0,0,0
stash_box,Stash Box,corrupt,B,3,not modeled,s001,low,six_max,mid,1.9212075,96.060375,1.9212075,0,0,0,0,0,0,0,0,0
dogs_playing_poker,Dogs Playing Poker,base,B,6,proc,s001,low,six_max,mid,1.9212075,96.060375,1.9212075,0,0,0,0,0,0,0,0,0
dogs_playing_poker,Dogs Playing Poker,corrupt,B,3,proc,s001,low,six_max,mid,1.9212075,96.060375,1.9212075,0,0,0,0,0,0,0,0,0
calculator,Calculator,base,B,7,modeled,s001,low,six_max,mid,1.9212075,96.060375,2.2252502475,0.30404274750000004,60.80854950000003,8.686935642857147,15.202137375000007,3040.427475000004,434.3467821428577,3.2525999999999975,0.022500000000000075,0.15825606942508816
calculator,Calculator,corrupt,B,4,modeled,s001,low,six_max,mid,1.9212075,96.060375,5.4395651648885,3.5183576648885,703.6715329777002,175.91788324442504,175.91788324441998,35183.576648883994,8795.894162220999,38.472571428571,0.2250000000000001,1.8313262179584977
ring_binder,Ring Binder,base,B,7,not modeled,s001,low,six_max,mid,1.9212075,96.060375,1.9212075,0,0,0,0,0,0,0,0,0
ring_binder,Ring Binder,corrupt,B,4,not modeled,s001,low,six_max,mid,1.9212075,96.060375,1.9212075,0,0,0,0,0,0,0,0,0
space_heater,Space Heater,base,B,8,modeled,s001,low,six_max,mid,1.9212075,96.060375,1.92832572,0.007118219999999953,1.4236440000000243,0.17795550000000304,0.3559110000000061,71.18220000000292,8.897775000000365,0,0,0.003705076104481142
space_heater,Space Heater,corrupt,B,8,modeled,s001,low,six_max,mid,1.9212075,96.060375,1.8500253,-0.07118219999999997,-14.23643999999996,-1.779554999999995,-3.55910999999999,-711.8219999999965,-88.97774999999956,0,0,-0.03705076104481165
pencil_holder,Pencil Holder,base,B,8,not modeled,s001,low,six_max,mid,1.9212075,96.060375,1.9212075,0,0,0,0,0,0,0,0,0
